ID,SET_REVIEW_APPROVE_GANG__C,MAILING_CONFIRMED_DATE__C,MAILING_CONFIRMED_STATUS__C
a02d00000075rkEAAQ,10/24/12,10/24/12,Confirmed
a02d0000006gahiAAA,9/14/12,9/14/12,Confirmed
a02d0000006gVbHAAU,10/25/12,10/25/12,Confirmed
a02d0000006gViJAAU,10/11/12,10/11/12,Confirmed
a02d0000006gVugAAE,9/14/12,9/14/12,Confirmed
a02d0000007DQh9AAG,11/13/12,11/13/12,Confirmed
a02d00000075sowAAA,10/5/12,10/5/12,Confirmed
a02d000000757OtAAI,10/19/12,10/19/12,Confirmed
a02d0000007DQgVAAW,11/13/12,11/13/12,Confirmed
a02d0000006gahnAAA,10/26/12,10/26/12,Confirmed
a02d00000075sq9AAA,10/4/12,10/4/12,Confirmed
a02d0000006gViEAAU,9/14/12,9/14/12,Confirmed
a02d00000075sqEAAQ,10/4/12,10/4/12,Confirmed
a02d0000006gVjRAAU,9/21/12,9/21/12,Confirmed
a02d0000007DQgfAAG,11/13/12,11/13/12,Confirmed
a02d0000006gVjWAAU,11/13/12,11/13/12,Confirmed
a02d00000075sq4AAA,10/4/12,10/4/12,Confirmed
a02d000000757OyAAI,11/16/12,11/16/12,Confirmed
a02d00000069nr0AAA,9/28/12,9/28/12,Confirmed
a02d0000005YuynAAC,8/24/12,8/24/12,Confirmed
a02d00000069nrPAAQ,9/14/12,9/14/12,Confirmed
a02d0000007f9jdAAA,11/19/12,11/19/12,Confirmed
a02d00000069npiAAA,9/21/12,9/21/12,Confirmed
a02d0000005YvRqAAK,9/7/12,9/7/12,Confirmed
a02d00000069npYAAQ,8/17/12,8/17/12,Confirmed
a02d0000006gAuMAAU,10/18/12,10/18/12,Confirmed
a02d00000068yK2AAI,7/27/12,7/27/12,Confirmed
a02d0000005YvQIAA0,7/30/12,7/30/12,Confirmed
a02d00000069nroAAA,9/14/12,9/14/12,Confirmed
a02d0000005YuwsAAC,10/26/12,10/26/12,Confirmed
a02d00000069nrAAAQ,9/14/12,9/14/12,Confirmed
a02d0000005Yv4TAAS,9/10/12,9/10/12,Confirmed
a02d0000005Yv4EAAS,8/10/12,8/10/12,Confirmed
a02d000000685ZbAAI,8/3/12,8/3/12,Confirmed
a02d000000685mBAAQ,8/10/12,8/10/12,Confirmed
a02d000000685m1AAA,7/13/12,7/13/12,Confirmed
a02d00000069OUMAA2,9/10/12,9/10/12,Confirmed
a02d0000005WvKKAA0,7/30/12,7/30/12,Confirmed
a02d000000685mQAAQ,9/7/12,9/7/12,Confirmed
a02d0000006gAvlAAE,9/14/12,9/14/12,Confirmed
a02d0000006icDwAAI,11/2/12,11/2/12,Confirmed
a02d0000007DQtfAAG,10/25/12,10/25/12,Confirmed
a02d0000007DQr9AAG,10/18/12,10/18/12,Confirmed
a02d0000007DQrEAAW,10/18/12,10/18/12,Confirmed
a02d0000007DQgQAAW,10/24/12,10/24/12,Confirmed
a02d00000076fZ6AAI,10/5/12,10/5/12,Confirmed
a02d0000007frDJAAY,11/19/12,11/19/12,Confirmed
a02d0000005YvROAA0,8/10/12,8/10/12,Confirmed
a02d00000069npnAAA,10/24/12,10/24/12,Confirmed
a02d00000068ySiAAI,10/18/12,10/18/12,Confirmed
a02d0000005YvREAA0,7/13/12,7/13/12,Confirmed
a02d00000068ySsAAI,10/18/12,10/18/12,Confirmed
a02d0000005XIsQAAW,8/10/12,8/10/12,Confirmed
a02d00000069dFqAAI,8/24/12,8/24/12,Confirmed
a02d00000077M3QAAU,11/29/12,11/29/12,Confirmed
a02d00000069dLaAAI,9/7/12,9/7/12,Confirmed
a02d0000006iiPeAAI,10/25/12,10/25/12,Confirmed
a02d0000006iixhAAA,11/2/12,11/2/12,Confirmed
a02d0000006j2CPAAY,10/12/12,10/12/12,Confirmed
a02d0000006irn2AAA,9/28/12,9/28/12,Confirmed
a02d00000076fYbAAI,11/2/12,11/2/12,Confirmed
a02d0000007g0PfAAI,11/19/12,11/19/12,Confirmed
a02d00000076fBmAAI,10/12/12,10/12/12,Confirmed
a02d00000075tFVAAY,10/4/12,10/4/12,Confirmed
a02d0000006iiwlAAA,9/21/12,9/21/12,Confirmed
a02d00000076fYWAAY,10/4/12,10/4/12,Confirmed
a02d00000075tDjAAI,10/5/12,10/5/12,Confirmed
a02d00000075tMVAAY,10/24/12,10/24/12,Confirmed
a02d0000006j2EiAAI,10/19/12,10/19/12,Confirmed
a02d0000006j2N6AAI,10/24/12,10/24/12,Confirmed
a02d00000076fBhAAI,10/18/12,10/18/12,Confirmed
a02d0000007DOoYAAW,11/29/12,11/29/12,Confirmed
a02d0000007DP5jAAG,12/3/10,12/3/10,Confirmed
a02d0000007DP2nAAG,11/29/12,11/29/12,Confirmed
a02d0000007DNfEAAW,11/19/12,11/19/12,Confirmed
a02d0000007DP2iAAG,11/2/12,11/2/12,Confirmed
a02d0000006A2wyAAC,8/30/12,8/30/12,Confirmed
a02d0000006A3UyAAK,9/10/12,9/10/12,Confirmed
a02d00000069Nm1AAE,11/19/12,11/19/12,Confirmed
a02d0000007f9m1AAA,11/16/12,11/16/12,Confirmed
a02d00000069NLFAA2,8/10/12,8/10/12,Confirmed
a02d0000007f9wNAAQ,11/19/12,11/19/12,Confirmed
a02d00000077LwUAAU,10/11/12,10/11/12,Confirmed
a02d00000067yxCAAQ,7/20/12,7/20/12,Confirmed
a02d00000068062AAA,8/30/12,8/30/12,Confirmed
a02d00000069NMJAA2,10/11/12,10/11/12,Confirmed
a02d00000077M2wAAE,10/25/12,10/25/12,Confirmed
a02d0000009eaUgAAI,11/30/12,11/30/12,Confirmed
a02d00000077M52AAE,10/12/12,10/12/12,Confirmed
a02d00000077M7JAAU,10/12/12,10/12/12,Confirmed
a02d0000007g1oBAAQ,11/20/12,11/20/12,Confirmed
a02d0000006j2MiAAI,9/24/12,9/24/12,Confirmed
a02d0000007D9NMAA0,10/26/12,10/26/12,Confirmed
a02d0000006iiUlAAI,10/11/12,10/11/12,Confirmed
a02d0000006j2EdAAI,9/21/12,9/21/12,Confirmed
a02d0000007g1oGAAQ,11/20/12,11/20/12,Confirmed
a02d0000006j2IGAAY,9/27/12,9/27/12,Confirmed
a02d0000006iiBVAAY,10/4/12,10/4/12,Confirmed
a02d0000006iiAeAAI,10/4/12,10/4/12,Confirmed
a02d0000006iiPZAAY,9/21/12,9/21/12,Confirmed
a02d0000006j2ILAAY,10/24/12,10/24/12,Confirmed
a02d0000007DTNjAAO,10/18/12,10/18/12,Confirmed
a02d0000007g3xBAAQ,11/30/12,11/30/12,Confirmed
a02d0000007DTQnAAO,10/25/12,10/25/12,Confirmed
a02d0000007DuqjAAC,11/19/12,11/19/12,Confirmed
a02d0000007DUO2AAO,11/29/12,11/29/12,Confirmed
a02d0000007DTbXAAW,10/26/12,10/26/12,Confirmed
a02d0000007DTQsAAO,11/19/12,11/19/12,Confirmed
a02d0000006A2D8AAK,8/30/12,8/30/12,Confirmed
a02d0000006gByoAAE,9/27/12,9/27/12,Confirmed
a02d0000006gBytAAE,11/1/12,11/1/12,Confirmed
a02d00000077M2DAAU,10/25/12,10/25/12,Confirmed
a02d0000006sweaAAA,9/28/12,9/28/12,Confirmed
a02d0000006A3qcAAC,8/30/12,8/30/12,Confirmed
a02d0000006A3nOAAS,8/30/12,8/30/12,Confirmed
a02d0000006A3SYAA0,8/31/12,8/31/12,Confirmed
a02d0000006A2wQAAS,10/18/12,10/18/12,Confirmed
a02d00000069kfYAAQ,8/30/12,8/30/12,Confirmed
a02d00000069ko2AAA,8/17/12,8/17/12,Confirmed
a02d00000069kXFAAY,8/30/12,8/30/12,Confirmed
a02d00000069kXsAAI,10/18/12,10/18/12,Confirmed
a02d00000069koHAAQ,10/11/12,10/11/12,Confirmed
a02d00000069koCAAQ,9/14/12,9/14/12,Confirmed
